EMDN V2					
CATEGORY 	CATEGORY DESCRIPTION	CODE	TERM	LEVEL 	TERMINAL LEVEL YES/NO 
V	VARIOUS MEDICAL DEVICES	V0301	BODY TEMPERATURE MEASUREMENT DEVICES	3	NO
V	VARIOUS MEDICAL DEVICES	V030101	THERMOMETERS	4	NO
V	VARIOUS MEDICAL DEVICES	V03010102	DIGITAL THERMOMETERS	5	NO
V	VARIOUS MEDICAL DEVICES	V0301010201	CONTACT DIGITAL THERMOMETERS	6	YES
V	VARIOUS MEDICAL DEVICES	V0301010202	NON-CONTACT DIGITAL THERMOMETERS	6	YES
V	VARIOUS MEDICAL DEVICES	V0301010299	DIGITAL THERMOMETERS - OTHER	6	YES
V	VARIOUS MEDICAL DEVICES	V03010104	LIQUID EXPANSION THERMOMETERS	5	YES
V	VARIOUS MEDICAL DEVICES	V03010199	THERMOMETERS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V030102	BODY TEMPERATURE MONITORING PROBES	4	NO
V	VARIOUS MEDICAL DEVICES	V03010201	TEMPERATURE MONITORING CUTANEOUS PROBES	5	YES
V	VARIOUS MEDICAL DEVICES	V03010299	BODY TEMPERATURE MONITORING PROBES - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V030180	BODY TEMPERATURE MEASURING DEVICES - ACCESSORIES	4	YES
V	VARIOUS MEDICAL DEVICES	V030199	BODY TEMPERATURE MEASURING DEVICES - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V0302	CLINICAL DIMENSIONAL PARAMETERS MEASURING DEVICES 	3	NO
V	VARIOUS MEDICAL DEVICES	V030201	CALIPERS	4	YES
V	VARIOUS MEDICAL DEVICES	V030202	GONIOMETERS	4	YES
V	VARIOUS MEDICAL DEVICES	V030203	OPHTHALMOLOGY MEASUREMENT DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030204	IMPLANT MEASUREMENT DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030205	OBSTETRICS AND GYNECOLOGY MEASUREMENT DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030206	UROLOGY MEASUREMENT DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030207	SENSITIVITY MEASUREMENTS DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030208	ENT MEASUREMENT DEVICES NOT INCLUDED IN OTHER CLASSES	4	YES
V	VARIOUS MEDICAL DEVICES	V030209	CLINICAL ALTIMETERS	4	YES
V	VARIOUS MEDICAL DEVICES	V030210	WEIGHING SCALES (EXCLUDING THOSE FOR NEONATOLOGY)	4	YES
V	VARIOUS MEDICAL DEVICES	V030211	MULTIDIMENSIONAL MEASUREMENTS STATIONS	4	NO
V	VARIOUS MEDICAL DEVICES	V03021101	CLINICAL ALTIMETERS WITH WEIGHING SCALE	5	YES
V	VARIOUS MEDICAL DEVICES	V03021199	MULTIDIMENSIONAL MEASUREMENTS STATIONS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V030299	DIMENSIONAL CLINICAL PARAMETERS MEASURING DEVICES - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V0380	DEVICES WITH MEASURING FUNCTIONS - ACCESSORIES	3	YES
V	VARIOUS MEDICAL DEVICES	V0399	MEASUREMENT DEVICES - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V04	CLINICAL USE CONTAINERS (NON-IVD)	2	NO
V	VARIOUS MEDICAL DEVICES	V0401	CLINICAL USE BOTTLES	3	YES
V	VARIOUS MEDICAL DEVICES	V0402	CLINICAL USE TRAYS AND BOWLS	3	YES
V	VARIOUS MEDICAL DEVICES	V0480	CLINICAL USE CONTAINERS (NON-IVD) - ACCESSORIES	3	YES
V	VARIOUS MEDICAL DEVICES	V0499	CLINICAL USE CONTAINERS (NON-IVD) - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V05	CLINICAL PROCEDURES KITS NOT INCLUDED IN OTHER CLASSES	2	NO
V	VARIOUS MEDICAL DEVICES	V0501	CLINICAL EMERGENCY KITS	3	YES
V	VARIOUS MEDICAL DEVICES	V0502	CLINICAL ADMINISTRATION KITS NOT INCLUDED IN OTHER CLASSES	3	YES
V	VARIOUS MEDICAL DEVICES	V0599	CLINICAL PROCEDURES KITS NOT INCLUDED IN OTHER CLASSES - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V06	CLINICAL PROCEDURE SIMULATION DEVICES	2	NO
V	VARIOUS MEDICAL DEVICES	V0601	ORTHOPAEDIC AND TRAUMATOLOGY PROCEDURES SIMULATION DEVICES	3	NO
V	VARIOUS MEDICAL DEVICES	V060101	ORTHOPAEDIC PROSTHESES TESTING DEVICES	4	NO
V	VARIOUS MEDICAL DEVICES	V06010101	HIP PROSTHESES TESTING DEVICES	5	YES
V	VARIOUS MEDICAL DEVICES	V06010102	KNEE PROSTHESES TESTING DEVICES	5	YES
V	VARIOUS MEDICAL DEVICES	V06010103	SHOULDER PROSTHESES TESTING DEVICES	5	YES
V	VARIOUS MEDICAL DEVICES	V06010199	ORTHOPAEDIC PROSTHESES TESTING DEVICES - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V060102	SPINAL SURGERY TESTING DEVICES	4	YES
V	VARIOUS MEDICAL DEVICES	V0602	VASCULAR PROCEDURES SIMULATION DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0603	DENTAL PROCEDURES SIMULATION DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0604	GENERAL SURGICAL PROCEDURES SIMULATION DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0605	OPHTHALMOLOGICAL PROCEDURES SIMULATION DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0606	BREAST SURGERY TESTING DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0607	OSTEOSYNTHESIS IMPLANTS TESTING DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V0680	CLINICAL PROCEDURES SIMULATION DEVICES - ACCESSORIES	3	YES
V	VARIOUS MEDICAL DEVICES	V0699	CLINICAL PROCEDURES SIMULATION DEVICES - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V07	MEDICAL DEVICE CLEANING DEVICES, NOT OTHERWISE CLASSIFIED	2	NO
V	VARIOUS MEDICAL DEVICES	V0701	CLEANING BRUSHES	3	NO
V	VARIOUS MEDICAL DEVICES	V070101	ENDOSCOPES CLEANING BRUSHES - FOR GENERIC USE	4	YES
V	VARIOUS MEDICAL DEVICES	V070102	DIGESTIVE ENDOSCOPY ENDOSCOPES CLEANING BRUSHES	4	YES
V	VARIOUS MEDICAL DEVICES	V070103	NEPHRO-CISTOSCOPIC OPTICS CLEANING BRUSHES	4	YES
V	VARIOUS MEDICAL DEVICES	V070104	BRONCHOSCOPIC OPTICS CLEANING BRUSHES	4	YES
V	VARIOUS MEDICAL DEVICES	V070105	INSTRUMENTS CLEANING BRUSHES	4	YES
V	VARIOUS MEDICAL DEVICES	V0702	CANNULATED INSTRUMENTS AND DEVICES CLEANING BRUSHES	3	YES
V	VARIOUS MEDICAL DEVICES	V0703	ELECTRODES CLEANING SPONGES	3	YES
V	VARIOUS MEDICAL DEVICES	V0704	CANNULATED INSTRUMENTS AND DEVICES CLEANING STYLETS	3	YES
V	VARIOUS MEDICAL DEVICES	V0799	PRODUCTS FOR CLEANING MEDICAL DEVICES NOT INCLUDED IN OTHER CLASSES - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V08	HEALTHCARE ACTIVITIES SUPPORTIVE EQUIPMENT AND AIDS	2	NO
V	VARIOUS MEDICAL DEVICES	V0802	MEDICAL CHAIRS	3	NO
V	VARIOUS MEDICAL DEVICES	V080201	ELECTRIC MEDICAL CHAIRS	4	NO
V	VARIOUS MEDICAL DEVICES	V08020101	GENERIC USE ELECTRIC MEDICAL CHAIRS	5	YES
V	VARIOUS MEDICAL DEVICES	V08020102	ELECTRIC MEDICAL CHAIRS WITH WEIGHING SYSTEM	5	YES
V	VARIOUS MEDICAL DEVICES	V08020199	ELECTRIC MEDICAL CHAIRS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V080202	MANUAL MEDICAL CHAIRS	4	YES
V	VARIOUS MEDICAL DEVICES	V080280	MEDICAL CHAIRS - ACCESSORIES	4	YES
V	VARIOUS MEDICAL DEVICES	V080299	MEDICAL CHAIRS - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V0803	MEDICAL CUSHIONS	3	NO
V	VARIOUS MEDICAL DEVICES	V080301	ANTI-DECUBITUS MEDICAL CUSHIONS	4	NO
V	VARIOUS MEDICAL DEVICES	V08030101	ACTIVE ANTI-DECUBITUS MEDICAL CUSHIONS 	5	YES
V	VARIOUS MEDICAL DEVICES	V08030102	NON-ACTIVE ANTI-DECUBITUS MEDICAL CUSHIONS	5	YES
V	VARIOUS MEDICAL DEVICES	V080302	PATIENT POSITIONING MEDICAL CUSHIONS 	4	YES
V	VARIOUS MEDICAL DEVICES	V080399	MEDICAL CUSHIONS - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V0804	PATIENT IMMOBILISERS (in diagnostic or therapeutic procedures)	3	YES
V	VARIOUS MEDICAL DEVICES	V0805	PATIENT TRANSFER EQUIPMENT	3	NO
V	VARIOUS MEDICAL DEVICES	V080501	PATIENT TRANSFER STRETCHERS	4	NO
V	VARIOUS MEDICAL DEVICES	V08050101	GENERIC USE STRETCHERS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050102	SELF-LOADING STRETCHERS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050103	EMERGENCY AND TRAUMATOLOGY STRETCHERS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050104	BIO-CONTAINMENT STRETCHERS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050199	PATIENT TRANSFER STRETCHERS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V080502	PATIENT TRANSFER CHAIRS	4	YES
V	VARIOUS MEDICAL DEVICES	V080503	PATIENT TRANSFER LIFTS	4	NO
V	VARIOUS MEDICAL DEVICES	V08050301	MOBILE LIFTS	5	NO
V	VARIOUS MEDICAL DEVICES	V0805030101	MANUAL MOBILE LIFTS	6	YES
V	VARIOUS MEDICAL DEVICES	V0805030102	ELECTRIC MOBILE LIFTS	6	YES
V	VARIOUS MEDICAL DEVICES	V08050302	ELECTRIC FIXED LIFTS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050303	BATH LIFTS	5	YES
V	VARIOUS MEDICAL DEVICES	V08050380	PATIENT TRANSFER LIFTS - ACCESSORIES	5	NO
V	VARIOUS MEDICAL DEVICES	V0805038001	RIGID SUPPORTS FOR LIFTS (STRETCHERS)	6	YES
V	VARIOUS MEDICAL DEVICES	V0805038002	NON-RIGID SUPPORTS FOR LIFTS (HARNESSES)	6	YES
V	VARIOUS MEDICAL DEVICES	V08050399	PATIENT TRANSFER LIFTS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V080504	PATIENT TRANSFER BOARDS AND TABLES	4	YES
V	VARIOUS MEDICAL DEVICES	V0806	MEDICAL BEDS	3	NO
V	VARIOUS MEDICAL DEVICES	V080601	ELECTRIC MEDICAL BEDS	4	NO
V	VARIOUS MEDICAL DEVICES	V08060101	HOSPITAL/HOME CARE ELECTRIC MEDICAL BEDS	5	YES
V	VARIOUS MEDICAL DEVICES	V08060102	INTENSIVE CARE OR RESUSCITATION ELECTRIC MEDICAL BEDS	5	YES
V	VARIOUS MEDICAL DEVICES	V08060103	SEMI-INTENSIVE THERAPY OR CARDIAC INTENSIVE CARE UNITS (CICU) ELECTRIC MEDICAL BEDS	5	YES
V	VARIOUS MEDICAL DEVICES	V08060104	BURN PATIENT ELECTRIC MEDICAL BEDS	5	YES
V	VARIOUS MEDICAL DEVICES	V08060105	ELECTRIC MEDICAL BEDS WITH WEIGHING SYSTEM	5	YES
V	VARIOUS MEDICAL DEVICES	V08060106	BARIATRIC ELECTRIC MEDICAL BEDS	5	YES
V	VARIOUS MEDICAL DEVICES	V08060107	PEDIATRIC ELECTRIC MEDICAL BEDS	5	NO
V	VARIOUS MEDICAL DEVICES	V0806010701	HOSPITAL/HOME CARE PEDIATRIC ELECTRIC MEDICAL BEDS	6	YES
V	VARIOUS MEDICAL DEVICES	V0806010702	INTENSIVE CARE PEDIATRIC ELECTRIC MEDICAL BEDS	6	YES
V	VARIOUS MEDICAL DEVICES	V08060199	ELECTRIC MEDICAL BEDS - OTHER	5	YES
V	VARIOUS MEDICAL DEVICES	V080602	MANUAL MEDICAL BEDS	4	YES
V	VARIOUS MEDICAL DEVICES	V080603	TREATMENT, DIAGNOSIS AND MONITORING MEDICAL BEDS	4	YES
V	VARIOUS MEDICAL DEVICES	V080680	MEDICAL BEDS - ACCESSORIES	4	NO
V	VARIOUS MEDICAL DEVICES	V08068001	BED RAILS	5	YES
V	VARIOUS MEDICAL DEVICES	V08068002	BED SUPPORTS	5	YES
V	VARIOUS MEDICAL DEVICES	V08068099	MEDICAL BEDS - OTHER ACCESSORIES	5	YES
V	VARIOUS MEDICAL DEVICES	V080699	MEDICAL BEDS - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V0807	ANTI-DECUBITUS MEDICAL MATTRESSES	3	NO
V	VARIOUS MEDICAL DEVICES	V080701	ACTIVE ANTI-DECUBITUS MEDICAL MATTRESSES	4	YES
V	VARIOUS MEDICAL DEVICES	V080702	NON ACTIVE ANTI-DECUBITUS MEDICAL MATTRESSES	4	YES
V	VARIOUS MEDICAL DEVICES	V0808	MEDICAL CROSSBARS	3	YES
V	VARIOUS MEDICAL DEVICES	V0809	MANUAL CLINICAL CRIBS FOR NEWBORNS	3	YES
V	VARIOUS MEDICAL DEVICES	V0810	NEWBORN POSITIONERS	3	YES
V	VARIOUS MEDICAL DEVICES	V0811	HEEL, ELBOW AND KNEE ANTI-DECUBITUS PROTECTION AIDS 	3	YES
V	VARIOUS MEDICAL DEVICES	V0812	FECES AND URINE COLLECTION AIDS (BED PANS AND PARROTS)	3	YES
V	VARIOUS MEDICAL DEVICES	V0880	MEDICAL SUPPORT EQUIPMENT - ACCESSORIES	3	YES
V	VARIOUS MEDICAL DEVICES	V0899	MEDICAL SUPPORT EQUIPMENT - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V09	FLUIDS/GASES FOR CLINICAL/THERAPEUTIC USE	2	NO
V	VARIOUS MEDICAL DEVICES	V0901	CLINICAL/THERAPEUTIC APPLICATIONS CARBON DIOXIDE	3	YES
V	VARIOUS MEDICAL DEVICES	V0902	CLINICAL/THERAPEUTIC APPLICATIONS LIQUID NITROGEN	3	YES
V	VARIOUS MEDICAL DEVICES	V0903	CLINICAL/THERAPEUTIC APPLICATIONS GAS MIXTURES	3	YES
V	VARIOUS MEDICAL DEVICES	V0904	CLINICAL/THERAPEUTIC APPLICATIONS NITROUS OXIDE	3	YES
V	VARIOUS MEDICAL DEVICES	V0905	CLINICAL/THERAPEUTIC APPLICATIONS ARGON	3	YES
V	VARIOUS MEDICAL DEVICES	V0999	FLUIDS/GASES FOR CLINICAL/THERAPEUTICAL USE - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V80	CLINICAL USE ACCESSORIES NOT INCLUDED IN OTHER CLASSES	2	YES
V	VARIOUS MEDICAL DEVICES	V90	VARIOUS DEVICES NOT INCLUDED IN OTHER CLASSES	2	NO
V	VARIOUS MEDICAL DEVICES	V9001	TONGUE DEPRESSORS, SINGLE-USE	3	YES
V	VARIOUS MEDICAL DEVICES	V9002	ENTEROCLYSIS DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V9003	TOURNIQUETS	3	YES
V	VARIOUS MEDICAL DEVICES	V9004	SKIN MARKING DERMOGRAPHIC PENCILS AND PENS	3	YES
V	VARIOUS MEDICAL DEVICES	V9005	RUBBER SQUIRTS FOR IRRIGATION	3	YES
V	VARIOUS MEDICAL DEVICES	V9007	STERILE INSTRUMENT LUBRICANTS	3	YES
V	VARIOUS MEDICAL DEVICES	V9010	PARASITE ELIMINATION MECHANICAL DEVICES	3	NO
V	VARIOUS MEDICAL DEVICES	V901001	LICE ELIMINATION MECHANICAL DEVICES  	4	YES
V	VARIOUS MEDICAL DEVICES	V901099	PARASITE ELIMINATION MECHANICAL DEVICES - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V9011	MULTIFUNCTIONAL TRANSDUCERS	3	YES
V	VARIOUS MEDICAL DEVICES	V9012	NON-SPECIALIST SURGICAL INSTRUMENTS AND KITS, SINGLE-USE	3	YES
V	VARIOUS MEDICAL DEVICES	V9015	ELECTRODES AND PROBES CUTANEOUS CONDUCTIVE SUBSTANCES	3	YES
V	VARIOUS MEDICAL DEVICES	V9016	SPECIALIST SURGICAL INSTRUMENTS AND KITS NOT INCLUDED IN OTHER CLASSES, SINGLE-USE	3	NO
V	VARIOUS MEDICAL DEVICES	V901601	PLASTIC SURGERY AND NON-AESTHETIC PURPOSES GENERIC USE INSTRUMENTS AND KITS, SINGLE-USE	4	YES
V	VARIOUS MEDICAL DEVICES	V901602	DERMOSURGERY INSTRUMENTS AND KITS, SINGLE-USE	4	YES
V	VARIOUS MEDICAL DEVICES	V901603	SUPERFICIAL TREATMENTS INSTRUMENTS AND KITS, SINGLE-USE	4	YES
V	VARIOUS MEDICAL DEVICES	V901699	SPECIALIST SURGICAL INSTRUMENTS AND KITS NOT INCLUDED IN OTHER CLASSES, SINGLE-USE - OTHER	4	YES
V	VARIOUS MEDICAL DEVICES	V9017	ORAL ADMINISTRATION PREPARATIONS NOT INCLUDED IN OTHER CLASSES	3	YES
V	VARIOUS MEDICAL DEVICES	V9018	TRICHOTOMY MANUAL DEVICES	3	YES
V	VARIOUS MEDICAL DEVICES	V9099	VARIOUS DEVICES NOT INCLUDED IN OTHER CLASSES - OTHER	3	YES
V	VARIOUS MEDICAL DEVICES	V92	MEDICAL DEVICE SOFTWARE - NOT INCLUDED IN OTHER CLASSES	2	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	1	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01	REAGENTS	2	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0101	CLINICAL CHEMISTRY	3	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W010101	ENZYMES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010101	5'-NUCLEOTIDASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010102	ACID PHOSPHATASE (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010103	ALANINE AMINO-TRANSFERASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010104	ALDOLASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010105	ALKALINE PHOSPHATASE - TOTAL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010106	ALKALINE PHOSPHATASE ISOENZYMES (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010107	AMYLASE - TOTAL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010108	AMYLASE ISOENZYMES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010109	ANGIOTENSIN CONVERTING ENZYME (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010110	ASPARTATE AMINO-TRANSFERASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010111	CHOLINESTERASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010112	CHYMOTRYPSIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010113	CREATINE KINASE - TOTAL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010114	CREATINE KINASE - MB ACTIVITY (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010115	CREATINE KINASE ISOENZYMES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010116	GAMMA GLUTAMYLTRANSFERASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010117	GLUTAMATE DEHYDROGENASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010118	HYDROXYBUTYRATE DEHYDROGENASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010119	LACTATE DEHYDROGENASE L  ( LDH - L --> P )	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010120	LACTATE DEHYDROGENASE P ( LDH - P --> L )	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010121	LACTATE DEHYDROGENASE ISOENZYMES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010122	LEUCINE AMINOPEPTIDASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010123	LIPASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010124	LYSOZYME	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010125	MALATE DEHYDROGENASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010126	N-ACETYL-B, D-GLUCOSAMINIDASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010127	PEPSIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010128	PHOSPHO HEXOSE ISOMERASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010129	SORBITOL DEHYDROGENASE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010130	TRYPSIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010131	HEXOKINASE ADP	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010199	ENZYMES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W010102	SUBSTRATES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010201	ALBUMIN (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010202	BILE ACIDS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010203	BILIRUBIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010204	UREA/BLOOD UREA NITROGEN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010205	CHOLESTEROL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010206	COPPER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010207	CREATININE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010208	D-XYLOSE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010209	DELTA-AMINOLAEVULINIC ACID	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010210	FRUCTOSAMINE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010211	FRUCTOSE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010212	GALACTOSE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010213	GLUCOSE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010214	GLYCOSYLATED/GLYCATED HAEMOGLOBIN (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010215	HIGH DENSITY LIPOPROTEIN CHOLESTEROL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010216	IRON (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010217	IRON BINDING CAPACITY - TOTAL (CC)	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010218	LACTATE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010219	LECITHIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010220	LIPOPROTEIN, CHEMICAL DETERMINATION/DETECTION	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010221	LOW DENSITY LIPOPROTEIN CHOLESTEROL INCLUDING SD-LDL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010222	NON ESTERIFIED FATTY ACIDS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010223	OXALATE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010224	PHOSPHOLIPIDS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010225	PORPHOBILINOGEN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010226	PYRUVATE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010227	THYMOL	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010228	TOTAL LIPIDS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010229	TOTAL PORPHYRINE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010230	TOTAL PROTEIN	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010231	TRIGLYCERIDES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010232	URIC ACID	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010233	ZINC	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010234	LIPOPROTEIN ELECTROPORESIS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010235	PROTEIN ELECTROPORESIS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010236	PHENYLKETONURIA	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010299	SUBSTRATES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W010103	ELECTROLYTES REAGENTS (EXCLUDING ELECTRODES)	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010301	AMMONIA	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010302	BICARBONATE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010303	CALCIUM	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010304	CHLORIDE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010305	LITHIUM	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010306	MAGNESIUM	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010307	PHOSPHATE INORGANIC / PHOSPHORUS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010308	POTASSIUM	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010309	SODIUM	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W01010399	ELECTROLYTES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W010104	MULTIPLE PARAMETERS - CLINICAL CHEMISTRY 	4	NO
